f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
f:0.187 k:0.492 df:0.035 dk:0.042,f:0.228 k:0.421 df:0.031 dk:0.047,f:0.164 k:0.480 df:0.021 dk:0.036,f:0.208 k:0.402 df:0.029 dk:0.023,f:0.210 k:0.335 df:0.029 dk:0.025,f:0.261 k:0.332 df:0.026 dk:0.021,f:0.224 k:0.404 df:0.039 dk:0.040,f:0.191 k:0.402 df:0.036 dk:0.036,f:0.286 k:0.380 df:0.026 dk:0.019,f:0.230 k:0.451 df:0.043 dk:0.034,f:0.214 k:0.414 df:0.034 dk:0.022,f:0.220 k:0.419 df:0.043 dk:0.039,f:0.118 k:0.294 df:0.040 dk:0.032,f:0.197 k:0.440 df:0.033 dk:0.041,f:0.222 k:0.430 df:0.029 dk:0.023
